ts,evento_id,evento,mercado,punto,casa,seleccion,decimal
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,h2h,,DraftKings,Pittsburgh Pirates,1.9200
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,h2h,,BetOnline.ag,Detroit Tigers,1.9500
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,h2h,,BetOnline.ag,Pittsburgh Pirates,1.9500
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,h2h,,LowVig.ag,Detroit Tigers,1.9500
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,h2h,,LowVig.ag,Pittsburgh Pirates,1.9500
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,h2h,,BetMGM,Detroit Tigers,1.9100
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,h2h,,BetMGM,Pittsburgh Pirates,1.9100
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,h2h,,BetRivers,Detroit Tigers,1.9300
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,h2h,,BetRivers,Pittsburgh Pirates,1.8900
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,h2h,,BetUS,Detroit Tigers,1.9600
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,h2h,,BetUS,Pittsburgh Pirates,1.9400
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,h2h,,Bovada,Detroit Tigers,1.9100
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,h2h,,Bovada,Pittsburgh Pirates,1.9100
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,spreads,1.5,FanDuel,Detroit Tigers +1.5,1.4900
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,spreads,-1.5,FanDuel,Pittsburgh Pirates -1.5,2.6800
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,spreads,1.5,MyBookie.ag,Detroit Tigers +1.5,1.5800
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,spreads,-1.5,MyBookie.ag,Pittsburgh Pirates -1.5,2.4700
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,spreads,1.5,DraftKings,Detroit Tigers +1.5,1.5500
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,spreads,-1.5,DraftKings,Pittsburgh Pirates -1.5,2.4900
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,spreads,-1.5,BetOnline.ag,Detroit Tigers -1.5,2.7700
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,spreads,1.5,BetOnline.ag,Pittsburgh Pirates +1.5,1.4900
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,spreads,-1.5,LowVig.ag,Detroit Tigers -1.5,2.7900
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,spreads,1.5,LowVig.ag,Pittsburgh Pirates +1.5,1.4900
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,spreads,1.5,BetMGM,Detroit Tigers +1.5,1.5300
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,spreads,-1.5,BetMGM,Pittsburgh Pirates -1.5,2.5400
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,spreads,-1.5,BetRivers,Detroit Tigers -1.5,2.5500
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,spreads,1.5,BetRivers,Pittsburgh Pirates +1.5,1.5100
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,spreads,-1.5,BetUS,Detroit Tigers -1.5,2.7600
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,spreads,1.5,BetUS,Pittsburgh Pirates +1.5,1.4900
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,spreads,1.5,Bovada,Detroit Tigers +1.5,1.5600
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,spreads,-1.5,Bovada,Pittsburgh Pirates -1.5,2.5500
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,totals,8.5,FanDuel,Over +8.5,1.7800
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,totals,8.5,FanDuel,Under +8.5,2.0400
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,totals,9.0,MyBookie.ag,Over +9,1.9200
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,totals,9.0,MyBookie.ag,Under +9,1.8900
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,totals,9.0,DraftKings,Over +9,1.9500
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,totals,9.0,DraftKings,Under +9,1.8700
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,totals,9.0,BetOnline.ag,Over +9,1.9500
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,totals,9.0,BetOnline.ag,Under +9,1.8700
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,totals,9.0,LowVig.ag,Over +9,1.9800
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,totals,9.0,LowVig.ag,Under +9,1.8800
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,totals,8.5,BetMGM,Over +8.5,1.8300
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,totals,8.5,BetMGM,Under +8.5,2.0000
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,totals,8.5,BetRivers,Over +8.5,1.8300
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,totals,8.5,BetRivers,Under +8.5,1.9700
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,totals,9.0,BetUS,Over +9,1.9500
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,totals,9.0,BetUS,Under +9,1.8700
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,totals,9.0,Bovada,Over +9,1.9500
2026-09-26T14:04:41+00:00,f6f4976b029249f664cf53c32044f64a,Detroit Tigers vs Pittsburgh Pirates,totals,9.0,Bovada,Under +9,1.8700
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,h2h,,FanDuel,Cincinnati Reds,2.3800
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,h2h,,FanDuel,Toronto Blue Jays,1.6100
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,h2h,,MyBookie.ag,Cincinnati Reds,2.3900
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,h2h,,MyBookie.ag,Toronto Blue Jays,1.6100
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,h2h,,DraftKings,Cincinnati Reds,2.3900
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,h2h,,DraftKings,Toronto Blue Jays,1.6000
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,h2h,,LowVig.ag,Cincinnati Reds,2.4600
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,h2h,,LowVig.ag,Toronto Blue Jays,1.6200
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,h2h,,BetOnline.ag,Cincinnati Reds,2.4600
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,h2h,,BetOnline.ag,Toronto Blue Jays,1.6200
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,h2h,,BetMGM,Cincinnati Reds,2.4000
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,h2h,,BetMGM,Toronto Blue Jays,1.5900
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,h2h,,BetRivers,Cincinnati Reds,2.2800
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,h2h,,BetRivers,Toronto Blue Jays,1.6500
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,h2h,,BetUS,Cincinnati Reds,2.4200
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,h2h,,BetUS,Toronto Blue Jays,1.6200
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,h2h,,Bovada,Cincinnati Reds,2.3800
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,h2h,,Bovada,Toronto Blue Jays,1.6100
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,spreads,1.5,FanDuel,Cincinnati Reds +1.5,1.6100
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,spreads,-1.5,FanDuel,Toronto Blue Jays -1.5,2.3600
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,spreads,1.5,MyBookie.ag,Cincinnati Reds +1.5,1.6600
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,spreads,-1.5,MyBookie.ag,Toronto Blue Jays -1.5,2.2900
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,spreads,1.5,DraftKings,Cincinnati Reds +1.5,1.6400
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,spreads,-1.5,DraftKings,Toronto Blue Jays -1.5,2.2900
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,spreads,1.5,LowVig.ag,Cincinnati Reds +1.5,1.6700
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,spreads,-1.5,LowVig.ag,Toronto Blue Jays -1.5,2.3200
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,spreads,1.5,BetOnline.ag,Cincinnati Reds +1.5,1.6700
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,spreads,-1.5,BetOnline.ag,Toronto Blue Jays -1.5,2.3000
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,spreads,1.5,BetMGM,Cincinnati Reds +1.5,1.6500
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,spreads,-1.5,BetMGM,Toronto Blue Jays -1.5,2.2500
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,spreads,1.5,BetRivers,Cincinnati Reds +1.5,1.6800
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,spreads,-1.5,BetRivers,Toronto Blue Jays -1.5,2.2000
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,spreads,1.5,BetUS,Cincinnati Reds +1.5,1.6700
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,spreads,-1.5,BetUS,Toronto Blue Jays -1.5,2.3000
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,spreads,1.5,Bovada,Cincinnati Reds +1.5,1.6200
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,spreads,-1.5,Bovada,Toronto Blue Jays -1.5,2.3500
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,totals,8.5,FanDuel,Over +8.5,2.1200
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,totals,8.5,FanDuel,Under +8.5,1.7200
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,totals,8.0,MyBookie.ag,Over +8,1.9500
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,totals,8.0,MyBookie.ag,Under +8,1.8500
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,totals,8.0,DraftKings,Over +8,1.9600
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,totals,8.0,DraftKings,Under +8,1.8700
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,totals,8.0,LowVig.ag,Over +8,2.0500
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,totals,8.0,LowVig.ag,Under +8,1.8300
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,totals,8.0,BetOnline.ag,Over +8,2.0200
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,totals,8.0,BetOnline.ag,Under +8,1.8200
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,totals,8.0,BetMGM,Over +8,2.0000
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,totals,8.0,BetMGM,Under +8,1.8300
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,totals,8.0,BetRivers,Over +8,1.8300
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,totals,8.0,BetRivers,Under +8,1.8300
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,totals,8.0,BetUS,Over +8,2.0000
2026-09-26T14:04:41+00:00,0112f4a595862d820eb4e9640d31ea4c,Toronto Blue Jays vs Cincinnati Reds,totals,8.0,BetUS,Under +8,1.8300
