ts,evento_id,evento,mercado,punto,casa,seleccion,decimal
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,spreads,-1.5,MyBookie.ag,Chicago Cubs -1.5,2.5100
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,spreads,1.5,BetOnline.ag,Boston Red Sox +1.5,1.5900
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,spreads,-1.5,BetOnline.ag,Chicago Cubs -1.5,2.4900
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,spreads,1.5,LowVig.ag,Boston Red Sox +1.5,1.5900
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,spreads,-1.5,LowVig.ag,Chicago Cubs -1.5,2.5000
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,spreads,1.5,Bovada,Boston Red Sox +1.5,1.5700
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,spreads,-1.5,Bovada,Chicago Cubs -1.5,2.5000
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,spreads,1.5,BetMGM,Boston Red Sox +1.5,1.5900
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,spreads,-1.5,BetMGM,Chicago Cubs -1.5,2.4000
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,spreads,1.5,DraftKings,Boston Red Sox +1.5,1.5600
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,spreads,-1.5,DraftKings,Chicago Cubs -1.5,2.4600
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,spreads,1.5,BetRivers,Boston Red Sox +1.5,1.6100
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,spreads,-1.5,BetRivers,Chicago Cubs -1.5,2.3300
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,spreads,1.5,BetUS,Boston Red Sox +1.5,1.5900
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,spreads,-1.5,BetUS,Chicago Cubs -1.5,2.4800
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,totals,6.5,FanDuel,Over +6.5,1.9600
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,totals,6.5,FanDuel,Under +6.5,1.8500
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,totals,6.5,MyBookie.ag,Over +6.5,1.9700
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,totals,6.5,MyBookie.ag,Under +6.5,1.8400
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,totals,6.5,BetOnline.ag,Over +6.5,1.9500
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,totals,6.5,BetOnline.ag,Under +6.5,1.8700
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,totals,6.5,LowVig.ag,Over +6.5,1.9800
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,totals,6.5,LowVig.ag,Under +6.5,1.8800
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,totals,6.5,Bovada,Over +6.5,1.9500
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,totals,6.5,Bovada,Under +6.5,1.8700
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,totals,6.5,BetMGM,Over +6.5,1.9500
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,totals,6.5,BetMGM,Under +6.5,1.8700
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,totals,6.5,DraftKings,Over +6.5,1.9300
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,totals,6.5,DraftKings,Under +6.5,1.8900
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,totals,6.5,BetRivers,Over +6.5,1.8900
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,totals,6.5,BetRivers,Under +6.5,1.9200
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,totals,6.5,BetUS,Over +6.5,1.9500
2026-09-25T14:05:26+00:00,a85710fa5f6fd3a6a40fe17c4907c312,Boston Red Sox vs Chicago Cubs,totals,6.5,BetUS,Under +6.5,1.8700
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,h2h,,DraftKings,Baltimore Orioles,2.0200
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,h2h,,DraftKings,New York Yankees,1.8100
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,h2h,,BetOnline.ag,Baltimore Orioles,2.0400
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,h2h,,BetOnline.ag,New York Yankees,1.8700
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,h2h,,LowVig.ag,Baltimore Orioles,2.0400
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,h2h,,LowVig.ag,New York Yankees,1.8700
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,h2h,,MyBookie.ag,Baltimore Orioles,2.0400
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,h2h,,MyBookie.ag,New York Yankees,1.8200
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,h2h,,FanDuel,Baltimore Orioles,2.0200
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,h2h,,FanDuel,New York Yankees,1.8300
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,h2h,,BetRivers,Baltimore Orioles,2.0500
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,h2h,,BetRivers,New York Yankees,1.8100
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,h2h,,Bovada,Baltimore Orioles,2.0300
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,h2h,,Bovada,New York Yankees,1.8100
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,h2h,,BetMGM,Baltimore Orioles,1.9800
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,h2h,,BetMGM,New York Yankees,1.8500
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,h2h,,BetUS,Baltimore Orioles,2.0900
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,h2h,,BetUS,New York Yankees,1.8300
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,spreads,1.5,DraftKings,Baltimore Orioles +1.5,1.4500
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,spreads,-1.5,DraftKings,New York Yankees -1.5,2.7900
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,spreads,1.5,BetOnline.ag,Baltimore Orioles +1.5,1.4400
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,spreads,-1.5,BetOnline.ag,New York Yankees -1.5,2.8900
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,spreads,1.5,LowVig.ag,Baltimore Orioles +1.5,1.4500
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,spreads,-1.5,LowVig.ag,New York Yankees -1.5,2.9300
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,spreads,1.5,MyBookie.ag,Baltimore Orioles +1.5,1.4700
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,spreads,-1.5,MyBookie.ag,New York Yankees -1.5,2.7700
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,spreads,-1.5,FanDuel,Baltimore Orioles -1.5,2.8800
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,spreads,1.5,FanDuel,New York Yankees +1.5,1.4300
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,spreads,1.5,BetRivers,Baltimore Orioles +1.5,1.4900
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,spreads,-1.5,BetRivers,New York Yankees -1.5,2.6500
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,spreads,1.5,Bovada,Baltimore Orioles +1.5,1.4500
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,spreads,-1.5,Bovada,New York Yankees -1.5,2.8000
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,spreads,-1.5,BetMGM,Baltimore Orioles -1.5,2.7000
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,spreads,1.5,BetMGM,New York Yankees +1.5,1.4800
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,spreads,1.5,BetUS,Baltimore Orioles +1.5,1.4400
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,spreads,-1.5,BetUS,New York Yankees -1.5,2.9200
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,totals,6.5,DraftKings,Over +6.5,1.7900
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,totals,6.5,DraftKings,Under +6.5,2.0400
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,totals,6.5,BetOnline.ag,Over +6.5,1.8000
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,totals,6.5,BetOnline.ag,Under +6.5,2.0500
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,totals,6.5,LowVig.ag,Over +6.5,1.8100
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,totals,6.5,LowVig.ag,Under +6.5,2.0700
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,totals,7.0,MyBookie.ag,Over +7,2.0100
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,totals,7.0,MyBookie.ag,Under +7,1.8100
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,totals,6.5,FanDuel,Over +6.5,1.8100
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,totals,6.5,FanDuel,Under +6.5,2.0200
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,totals,6.5,BetRivers,Over +6.5,1.8200
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,totals,6.5,BetRivers,Under +6.5,2.0000
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,totals,6.5,Bovada,Over +6.5,1.8000
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,totals,6.5,Bovada,Under +6.5,2.0500
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,totals,6.5,BetMGM,Over +6.5,1.8000
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,totals,6.5,BetMGM,Under +6.5,2.0500
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,totals,6.5,BetUS,Over +6.5,1.8000
2026-09-25T14:05:26+00:00,d4b069a134ec3ae75f0a644498b793c6,New York Yankees vs Baltimore Orioles,totals,6.5,BetUS,Under +6.5,2.0500
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,h2h,,FanDuel,Boston Red Sox,1.9800
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,h2h,,FanDuel,Chicago Cubs,1.8600
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,h2h,,LowVig.ag,Boston Red Sox,1.9900
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,h2h,,LowVig.ag,Chicago Cubs,1.9200
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,h2h,,BetOnline.ag,Boston Red Sox,1.9900
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,h2h,,BetOnline.ag,Chicago Cubs,1.9200
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,h2h,,Bovada,Boston Red Sox,1.9300
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,h2h,,Bovada,Chicago Cubs,1.8800
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,h2h,,MyBookie.ag,Boston Red Sox,1.9700
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,h2h,,MyBookie.ag,Chicago Cubs,1.8800
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,h2h,,BetMGM,Boston Red Sox,1.9800
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,h2h,,BetMGM,Chicago Cubs,1.8500
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,h2h,,DraftKings,Boston Red Sox,1.9500
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,h2h,,DraftKings,Chicago Cubs,1.8700
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,h2h,,BetRivers,Boston Red Sox,1.9700
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,h2h,,BetRivers,Chicago Cubs,1.8500
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,h2h,,BetUS,Boston Red Sox,1.9900
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,h2h,,BetUS,Chicago Cubs,1.9200
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,spreads,1.5,FanDuel,Boston Red Sox +1.5,1.5000
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,spreads,-1.5,FanDuel,Chicago Cubs -1.5,2.6400
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,spreads,1.5,LowVig.ag,Boston Red Sox +1.5,1.5600
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,spreads,-1.5,LowVig.ag,Chicago Cubs -1.5,2.5800
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,spreads,1.5,BetOnline.ag,Boston Red Sox +1.5,1.5600
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,spreads,-1.5,BetOnline.ag,Chicago Cubs -1.5,2.5700
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,spreads,1.5,Bovada,Boston Red Sox +1.5,1.5100
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,spreads,-1.5,Bovada,Chicago Cubs -1.5,2.6500
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,spreads,1.5,MyBookie.ag,Boston Red Sox +1.5,1.5300
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,spreads,-1.5,MyBookie.ag,Chicago Cubs -1.5,2.6000
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,spreads,1.5,BetMGM,Boston Red Sox +1.5,1.5300
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,spreads,-1.5,BetMGM,Chicago Cubs -1.5,2.5500
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,spreads,1.5,DraftKings,Boston Red Sox +1.5,1.5400
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,spreads,-1.5,DraftKings,Chicago Cubs -1.5,2.5200
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,spreads,1.5,BetRivers,Boston Red Sox +1.5,1.5100
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,spreads,-1.5,BetRivers,Chicago Cubs -1.5,2.5500
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,spreads,1.5,BetUS,Boston Red Sox +1.5,1.5600
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,spreads,-1.5,BetUS,Chicago Cubs -1.5,2.5600
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,totals,6.5,FanDuel,Over +6.5,1.9800
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,totals,6.5,FanDuel,Under +6.5,1.8300
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,totals,6.0,LowVig.ag,Over +6,1.8100
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,totals,6.0,LowVig.ag,Under +6,2.0700
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,totals,6.0,BetOnline.ag,Over +6,1.8000
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,totals,6.0,BetOnline.ag,Under +6,2.0500
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,totals,6.5,Bovada,Over +6.5,1.9100
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,totals,6.5,Bovada,Under +6.5,1.9100
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,totals,6.5,MyBookie.ag,Over +6.5,1.9400
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,totals,6.5,MyBookie.ag,Under +6.5,1.8700
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,totals,6.5,BetMGM,Over +6.5,1.9500
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,totals,6.5,BetMGM,Under +6.5,1.8700
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,totals,6.5,DraftKings,Over +6.5,1.9300
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,totals,6.5,DraftKings,Under +6.5,1.8900
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,totals,6.5,BetRivers,Over +6.5,1.8800
2026-09-25T14:05:26+00:00,c1c95aa0c77e6735bae6602eec2b42be,Boston Red Sox vs Chicago Cubs,totals,6.5,BetRivers,Under +6.5,1.9300
